commodity,commodity_type,price,market,state,district,date
Urad Dal,Pulses,111.9,Local Market,National Average,All,2025-06-04
Urad Dal,Pulses,92.33,Wholesale Market,National Average,All,2025-06-04
Urad Dal,Pulses,102.83,Government Market,National Average,All,2025-06-04
Urad Dal,Pulses,117.44,Local Market,National Average,All,2025-06-03
Urad Dal,Pulses,96.73,Wholesale Market,National Average,All,2025-06-03
Urad Dal,Pulses,106.5,Government Market,National Average,All,2025-06-03
Urad Dal,Pulses,116.49,Local Market,National Average,All,2025-06-02
Urad Dal,Pulses,95.79,Wholesale Market,National Average,All,2025-06-02
Urad Dal,Pulses,104.68,Government Market,National Average,All,2025-06-02
Urad Dal,Pulses,123.63,Local Market,National Average,All,2025-06-01
Urad Dal,Pulses,101.55,Wholesale Market,National Average,All,2025-06-01
Urad Dal,Pulses,111.34,Government Market,National Average,All,2025-06-01
Urad Dal,Pulses,121.44,Local Market,National Average,All,2025-05-31
Urad Dal,Pulses,98.1,Wholesale Market,National Average,All,2025-05-31
Urad Dal,Pulses,108.44,Government Market,National Average,All,2025-05-31
Urad Dal,Pulses,126.41,Local Market,National Average,All,2025-05-30
Urad Dal,Pulses,104.03,Wholesale Market,National Average,All,2025-05-30
Urad Dal,Pulses,114.4,Government Market,National Average,All,2025-05-30
Urad Dal,Pulses,123.91,Local Market,National Average,All,2025-05-29
Urad Dal,Pulses,100.21,Wholesale Market,National Average,All,2025-05-29
Urad Dal,Pulses,111.21,Government Market,National Average,All,2025-05-29
Urad Dal,Pulses,127.75,Local Market,National Average,All,2025-05-28
Urad Dal,Pulses,105.04,Wholesale Market,National Average,All,2025-05-28
Urad Dal,Pulses,117.12,Government Market,National Average,All,2025-05-28
Urad Dal,Pulses,129.18,Local Market,National Average,All,2025-05-27
Urad Dal,Pulses,108.81,Wholesale Market,National Average,All,2025-05-27
Urad Dal,Pulses,119.53,Government Market,National Average,All,2025-05-27
Urad Dal,Pulses,129.79,Local Market,National Average,All,2025-05-26
Urad Dal,Pulses,106.24,Wholesale Market,National Average,All,2025-05-26
Urad Dal,Pulses,116.56,Government Market,National Average,All,2025-05-26
Urad Dal,Pulses,126.6,Local Market,National Average,All,2025-05-25
Urad Dal,Pulses,104.32,Wholesale Market,National Average,All,2025-05-25
Urad Dal,Pulses,112.94,Government Market,National Average,All,2025-05-25
Urad Dal,Pulses,123.07,Local Market,National Average,All,2025-05-24
Urad Dal,Pulses,103.39,Wholesale Market,National Average,All,2025-05-24
Urad Dal,Pulses,114.03,Government Market,National Average,All,2025-05-24
Urad Dal,Pulses,125.14,Local Market,National Average,All,2025-05-23
Urad Dal,Pulses,100.21,Wholesale Market,National Average,All,2025-05-23
Urad Dal,Pulses,112.4,Government Market,National Average,All,2025-05-23
Urad Dal,Pulses,122.63,Local Market,National Average,All,2025-05-22
Urad Dal,Pulses,99.45,Wholesale Market,National Average,All,2025-05-22
Urad Dal,Pulses,109.04,Government Market,National Average,All,2025-05-22
Urad Dal,Pulses,114.65,Local Market,National Average,All,2025-05-21
Urad Dal,Pulses,95.36,Wholesale Market,National Average,All,2025-05-21
Urad Dal,Pulses,104.42,Government Market,National Average,All,2025-05-21
Urad Dal,Pulses,114.41,Local Market,National Average,All,2025-05-20
Urad Dal,Pulses,93.84,Wholesale Market,National Average,All,2025-05-20
Urad Dal,Pulses,104.83,Government Market,National Average,All,2025-05-20
Urad Dal,Pulses,112.67,Local Market,National Average,All,2025-05-19
Urad Dal,Pulses,92.39,Wholesale Market,National Average,All,2025-05-19
Urad Dal,Pulses,103.31,Government Market,National Average,All,2025-05-19
Urad Dal,Pulses,108.57,Local Market,National Average,All,2025-05-18
Urad Dal,Pulses,88.52,Wholesale Market,National Average,All,2025-05-18
Urad Dal,Pulses,96.34,Government Market,National Average,All,2025-05-18
Urad Dal,Pulses,111.26,Local Market,National Average,All,2025-05-17
Urad Dal,Pulses,89.91,Wholesale Market,National Average,All,2025-05-17
Urad Dal,Pulses,100.39,Government Market,National Average,All,2025-05-17
Urad Dal,Pulses,108.05,Local Market,National Average,All,2025-05-16
Urad Dal,Pulses,88.76,Wholesale Market,National Average,All,2025-05-16
Urad Dal,Pulses,98.02,Government Market,National Average,All,2025-05-16
Urad Dal,Pulses,108.23,Local Market,National Average,All,2025-05-15
Urad Dal,Pulses,87.08,Wholesale Market,National Average,All,2025-05-15
Urad Dal,Pulses,95.12,Government Market,National Average,All,2025-05-15
Urad Dal,Pulses,107.15,Local Market,National Average,All,2025-05-14
Urad Dal,Pulses,86.89,Wholesale Market,National Average,All,2025-05-14
Urad Dal,Pulses,96.65,Government Market,National Average,All,2025-05-14
Urad Dal,Pulses,106.57,Local Market,National Average,All,2025-05-13
Urad Dal,Pulses,85.29,Wholesale Market,National Average,All,2025-05-13
Urad Dal,Pulses,95.55,Government Market,National Average,All,2025-05-13
Urad Dal,Pulses,103.68,Local Market,National Average,All,2025-05-12
Urad Dal,Pulses,85.04,Wholesale Market,National Average,All,2025-05-12
Urad Dal,Pulses,94.63,Government Market,National Average,All,2025-05-12
Urad Dal,Pulses,104.61,Local Market,National Average,All,2025-05-11
Urad Dal,Pulses,85.72,Wholesale Market,National Average,All,2025-05-11
Urad Dal,Pulses,95.85,Government Market,National Average,All,2025-05-11
Urad Dal,Pulses,104.44,Local Market,National Average,All,2025-05-10
Urad Dal,Pulses,84.8,Wholesale Market,National Average,All,2025-05-10
Urad Dal,Pulses,95.32,Government Market,National Average,All,2025-05-10
Urad Dal,Pulses,103.78,Local Market,National Average,All,2025-05-09
Urad Dal,Pulses,85.2,Wholesale Market,National Average,All,2025-05-09
Urad Dal,Pulses,96.34,Government Market,National Average,All,2025-05-09
Urad Dal,Pulses,110.27,Local Market,National Average,All,2025-05-08
Urad Dal,Pulses,89.45,Wholesale Market,National Average,All,2025-05-08
Urad Dal,Pulses,99.22,Government Market,National Average,All,2025-05-08
Urad Dal,Pulses,111.78,Local Market,National Average,All,2025-05-07
Urad Dal,Pulses,90.5,Wholesale Market,National Average,All,2025-05-07
Urad Dal,Pulses,102.48,Government Market,National Average,All,2025-05-07
Urad Dal,Pulses,116.78,Local Market,National Average,All,2025-05-06
Urad Dal,Pulses,96.43,Wholesale Market,National Average,All,2025-05-06
Urad Dal,Pulses,104.7,Government Market,National Average,All,2025-05-06
Urad Dal,Pulses,118.45,Local Market,National Average,All,2025-05-05
Urad Dal,Pulses,95.63,Wholesale Market,National Average,All,2025-05-05
Urad Dal,Pulses,108.41,Government Market,National Average,All,2025-05-05
Rajma,Pulses,142.86,Local Market,National Average,All,2025-07-03
Rajma,Pulses,118.58,Wholesale Market,National Average,All,2025-07-03
Rajma,Pulses,130.52,Government Market,National Average,All,2025-07-03
Rajma,Pulses,144.36,Local Market,National Average,All,2025-07-02
Rajma,Pulses,118.29,Wholesale Market,National Average,All,2025-07-02
Rajma,Pulses,132.62,Government Market,National Average,All,2025-07-02
Rajma,Pulses,148.75,Local Market,National Average,All,2025-07-01
Rajma,Pulses,122.97,Wholesale Market,National Average,All,2025-07-01
Rajma,Pulses,138.81,Government Market,National Average,All,2025-07-01
Rajma,Pulses,150.62,Local Market,National Average,All,2025-06-30
Rajma,Pulses,123.53,Wholesale Market,National Average,All,2025-06-30
Rajma,Pulses,134.82,Government Market,National Average,All,2025-06-30
Rajma,Pulses,149.57,Local Market,National Average,All,2025-06-29
Rajma,Pulses,125.32,Wholesale Market,National Average,All,2025-06-29
Rajma,Pulses,137.26,Government Market,National Average,All,2025-06-29
Rajma,Pulses,156.88,Local Market,National Average,All,2025-06-28
Rajma,Pulses,129.09,Wholesale Market,National Average,All,2025-06-28
Rajma,Pulses,139.35,Government Market,National Average,All,2025-06-28
Rajma,Pulses,154.03,Local Market,National Average,All,2025-06-27
Rajma,Pulses,124.62,Wholesale Market,National Average,All,2025-06-27
Rajma,Pulses,137.35,Government Market,National Average,All,2025-06-27
Rajma,Pulses,151.36,Local Market,National Average,All,2025-06-26
Rajma,Pulses,123.52,Wholesale Market,National Average,All,2025-06-26
Rajma,Pulses,135.75,Government Market,National Average,All,2025-06-26
Rajma,Pulses,156.9,Local Market,National Average,All,2025-06-25
Rajma,Pulses,126.13,Wholesale Market,National Average,All,2025-06-25
Rajma,Pulses,143.81,Government Market,National Average,All,2025-06-25
Rajma,Pulses,156.99,Local Market,National Average,All,2025-06-24
Rajma,Pulses,130.39,Wholesale Market,National Average,All,2025-06-24
Rajma,Pulses,142.11,Government Market,National Average,All,2025-06-24
Rajma,Pulses,157.1,Local Market,National Average,All,2025-06-23
Rajma,Pulses,130.79,Wholesale Market,National Average,All,2025-06-23
Rajma,Pulses,143.21,Government Market,National Average,All,2025-06-23
Rajma,Pulses,155.66,Local Market,National Average,All,2025-06-22
Rajma,Pulses,128.83,Wholesale Market,National Average,All,2025-06-22
Rajma,Pulses,140.25,Government Market,National Average,All,2025-06-22
Rajma,Pulses,149.41,Local Market,National Average,All,2025-06-21
Rajma,Pulses,121.62,Wholesale Market,National Average,All,2025-06-21
Rajma,Pulses,133.3,Government Market,National Average,All,2025-06-21
Rajma,Pulses,148.59,Local Market,National Average,All,2025-06-20
Rajma,Pulses,120.08,Wholesale Market,National Average,All,2025-06-20
Rajma,Pulses,132.49,Government Market,National Average,All,2025-06-20
Rajma,Pulses,156.37,Local Market,National Average,All,2025-06-19
Rajma,Pulses,127.84,Wholesale Market,National Average,All,2025-06-19
Rajma,Pulses,138.04,Government Market,National Average,All,2025-06-19
Rajma,Pulses,144.69,Local Market,National Average,All,2025-06-18
Rajma,Pulses,116.72,Wholesale Market,National Average,All,2025-06-18
Rajma,Pulses,129.41,Government Market,National Average,All,2025-06-18
Rajma,Pulses,135.58,Local Market,National Average,All,2025-06-17
Rajma,Pulses,113.82,Wholesale Market,National Average,All,2025-06-17
Rajma,Pulses,123.8,Government Market,National Average,All,2025-06-17
Rajma,Pulses,138.51,Local Market,National Average,All,2025-06-16
Rajma,Pulses,113.89,Wholesale Market,National Average,All,2025-06-16
Rajma,Pulses,124.31,Government Market,National Average,All,2025-06-16
Rajma,Pulses,130.82,Local Market,National Average,All,2025-06-15
Rajma,Pulses,111.0,Wholesale Market,National Average,All,2025-06-15
Rajma,Pulses,123.04,Government Market,National Average,All,2025-06-15
Rajma,Pulses,130.83,Local Market,National Average,All,2025-06-14
Rajma,Pulses,106.25,Wholesale Market,National Average,All,2025-06-14
Rajma,Pulses,120.7,Government Market,National Average,All,2025-06-14
Rajma,Pulses,129.52,Local Market,National Average,All,2025-06-13
Rajma,Pulses,102.98,Wholesale Market,National Average,All,2025-06-13
Rajma,Pulses,114.49,Government Market,National Average,All,2025-06-13
Rajma,Pulses,132.11,Local Market,National Average,All,2025-06-12
Rajma,Pulses,106.6,Wholesale Market,National Average,All,2025-06-12
Rajma,Pulses,117.77,Government Market,National Average,All,2025-06-12
Rajma,Pulses,128.17,Local Market,National Average,All,2025-06-11
Rajma,Pulses,105.74,Wholesale Market,National Average,All,2025-06-11
Rajma,Pulses,117.39,Government Market,National Average,All,2025-06-11
Rajma,Pulses,132.56,Local Market,National Average,All,2025-06-10
Rajma,Pulses,105.92,Wholesale Market,National Average,All,2025-06-10
Rajma,Pulses,119.08,Government Market,National Average,All,2025-06-10
Rajma,Pulses,133.84,Local Market,National Average,All,2025-06-09
Rajma,Pulses,110.17,Wholesale Market,National Average,All,2025-06-09
Rajma,Pulses,120.43,Government Market,National Average,All,2025-06-09
Rajma,Pulses,135.15,Local Market,National Average,All,2025-06-08
Rajma,Pulses,110.33,Wholesale Market,National Average,All,2025-06-08
Rajma,Pulses,123.51,Government Market,National Average,All,2025-06-08
Rajma,Pulses,133.73,Local Market,National Average,All,2025-06-07
Rajma,Pulses,109.07,Wholesale Market,National Average,All,2025-06-07
Rajma,Pulses,120.33,Government Market,National Average,All,2025-06-07
Rajma,Pulses,136.25,Local Market,National Average,All,2025-06-06
Rajma,Pulses,112.97,Wholesale Market,National Average,All,2025-06-06
Rajma,Pulses,120.69,Government Market,National Average,All,2025-06-06
Rajma,Pulses,133.73,Local Market,National Average,All,2025-06-05
Rajma,Pulses,110.92,Wholesale Market,National Average,All,2025-06-05
Rajma,Pulses,122.55,Government Market,National Average,All,2025-06-05
Rajma,Pulses,142.36,Local Market,National Average,All,2025-06-04
Rajma,Pulses,118.16,Wholesale Market,National Average,All,2025-06-04
Rajma,Pulses,131.14,Government Market,National Average,All,2025-06-04
Rajma,Pulses,141.89,Local Market,National Average,All,2025-06-03
Rajma,Pulses,116.69,Wholesale Market,National Average,All,2025-06-03
Rajma,Pulses,134.34,Government Market,National Average,All,2025-06-03
Rajma,Pulses,148.4,Local Market,National Average,All,2025-06-02
Rajma,Pulses,125.4,Wholesale Market,National Average,All,2025-06-02
Rajma,Pulses,137.47,Government Market,National Average,All,2025-06-02
Rajma,Pulses,150.56,Local Market,National Average,All,2025-06-01
Rajma,Pulses,123.1,Wholesale Market,National Average,All,2025-06-01
Rajma,Pulses,137.73,Government Market,National Average,All,2025-06-01
Rajma,Pulses,150.31,Local Market,National Average,All,2025-05-31
Rajma,Pulses,120.97,Wholesale Market,National Average,All,2025-05-31
Rajma,Pulses,137.39,Government Market,National Average,All,2025-05-31
Rajma,Pulses,157.67,Local Market,National Average,All,2025-05-30
Rajma,Pulses,125.99,Wholesale Market,National Average,All,2025-05-30
Rajma,Pulses,142.08,Government Market,National Average,All,2025-05-30
Rajma,Pulses,156.76,Local Market,National Average,All,2025-05-29
Rajma,Pulses,128.65,Wholesale Market,National Average,All,2025-05-29
Rajma,Pulses,141.21,Government Market,National Average,All,2025-05-29
Rajma,Pulses,160.35,Local Market,National Average,All,2025-05-28
Rajma,Pulses,129.53,Wholesale Market,National Average,All,2025-05-28
Rajma,Pulses,145.0,Government Market,National Average,All,2025-05-28
Rajma,Pulses,162.85,Local Market,National Average,All,2025-05-27
Rajma,Pulses,134.1,Wholesale Market,National Average,All,2025-05-27
Rajma,Pulses,145.91,Government Market,National Average,All,2025-05-27
Rajma,Pulses,152.76,Local Market,National Average,All,2025-05-26
Rajma,Pulses,123.94,Wholesale Market,National Average,All,2025-05-26
Rajma,Pulses,137.41,Government Market,National Average,All,2025-05-26
Rajma,Pulses,157.13,Local Market,National Average,All,2025-05-25
Rajma,Pulses,126.89,Wholesale Market,National Average,All,2025-05-25
Rajma,Pulses,141.65,Government Market,National Average,All,2025-05-25
Rajma,Pulses,153.3,Local Market,National Average,All,2025-05-24
Rajma,Pulses,128.25,Wholesale Market,National Average,All,2025-05-24
Rajma,Pulses,141.3,Government Market,National Average,All,2025-05-24
Rajma,Pulses,149.11,Local Market,National Average,All,2025-05-23
Rajma,Pulses,122.48,Wholesale Market,National Average,All,2025-05-23
Rajma,Pulses,135.46,Government Market,National Average,All,2025-05-23
Rajma,Pulses,151.02,Local Market,National Average,All,2025-05-22
Rajma,Pulses,121.55,Wholesale Market,National Average,All,2025-05-22
Rajma,Pulses,134.93,Government Market,National Average,All,2025-05-22
Rajma,Pulses,151.19,Local Market,National Average,All,2025-05-21
Rajma,Pulses,122.07,Wholesale Market,National Average,All,2025-05-21
Rajma,Pulses,136.59,Government Market,National Average,All,2025-05-21
Rajma,Pulses,141.57,Local Market,National Average,All,2025-05-20
Rajma,Pulses,117.59,Wholesale Market,National Average,All,2025-05-20
Rajma,Pulses,128.5,Government Market,National Average,All,2025-05-20
Rajma,Pulses,140.33,Local Market,National Average,All,2025-05-19
Rajma,Pulses,114.96,Wholesale Market,National Average,All,2025-05-19
Rajma,Pulses,128.08,Government Market,National Average,All,2025-05-19
Rajma,Pulses,138.0,Local Market,National Average,All,2025-05-18
Rajma,Pulses,112.72,Wholesale Market,National Average,All,2025-05-18
Rajma,Pulses,125.02,Government Market,National Average,All,2025-05-18
Rajma,Pulses,133.99,Local Market,National Average,All,2025-05-17
Rajma,Pulses,109.76,Wholesale Market,National Average,All,2025-05-17
Rajma,Pulses,121.76,Government Market,National Average,All,2025-05-17
Rajma,Pulses,128.78,Local Market,National Average,All,2025-05-16
Rajma,Pulses,104.86,Wholesale Market,National Average,All,2025-05-16
Rajma,Pulses,117.63,Government Market,National Average,All,2025-05-16
Rajma,Pulses,132.09,Local Market,National Average,All,2025-05-15
Rajma,Pulses,106.34,Wholesale Market,National Average,All,2025-05-15
Rajma,Pulses,121.95,Government Market,National Average,All,2025-05-15
Rajma,Pulses,119.0,Local Market,National Average,All,2025-05-14
Rajma,Pulses,98.02,Wholesale Market,National Average,All,2025-05-14
Rajma,Pulses,108.88,Government Market,National Average,All,2025-05-14
Rajma,Pulses,122.01,Local Market,National Average,All,2025-05-13
Rajma,Pulses,99.6,Wholesale Market,National Average,All,2025-05-13
Rajma,Pulses,112.04,Government Market,National Average,All,2025-05-13
Rajma,Pulses,130.42,Local Market,National Average,All,2025-05-12
Rajma,Pulses,104.41,Wholesale Market,National Average,All,2025-05-12
Rajma,Pulses,116.91,Government Market,National Average,All,2025-05-12
Rajma,Pulses,130.14,Local Market,National Average,All,2025-05-11
Rajma,Pulses,104.48,Wholesale Market,National Average,All,2025-05-11
Rajma,Pulses,118.3,Government Market,National Average,All,2025-05-11
Rajma,Pulses,130.26,Local Market,National Average,All,2025-05-10
Rajma,Pulses,108.3,Wholesale Market,National Average,All,2025-05-10
Rajma,Pulses,117.79,Government Market,National Average,All,2025-05-10
Rajma,Pulses,132.51,Local Market,National Average,All,2025-05-09
Rajma,Pulses,109.34,Wholesale Market,National Average,All,2025-05-09
Rajma,Pulses,121.39,Government Market,National Average,All,2025-05-09
Rajma,Pulses,138.65,Local Market,National Average,All,2025-05-08
Rajma,Pulses,111.57,Wholesale Market,National Average,All,2025-05-08
Rajma,Pulses,125.24,Government Market,National Average,All,2025-05-08
Rajma,Pulses,138.67,Local Market,National Average,All,2025-05-07
Rajma,Pulses,112.03,Wholesale Market,National Average,All,2025-05-07
Rajma,Pulses,125.03,Government Market,National Average,All,2025-05-07
Rajma,Pulses,137.12,Local Market,National Average,All,2025-05-06
Rajma,Pulses,111.91,Wholesale Market,National Average,All,2025-05-06
Rajma,Pulses,126.33,Government Market,National Average,All,2025-05-06
Rajma,Pulses,141.38,Local Market,National Average,All,2025-05-05
Rajma,Pulses,113.7,Wholesale Market,National Average,All,2025-05-05
Rajma,Pulses,129.0,Government Market,National Average,All,2025-05-05
Black Chickpeas,Pulses,94.92,Local Market,National Average,All,2025-07-03
Black Chickpeas,Pulses,78.8,Wholesale Market,National Average,All,2025-07-03
Black Chickpeas,Pulses,86.78,Government Market,National Average,All,2025-07-03
Black Chickpeas,Pulses,89.47,Local Market,National Average,All,2025-07-02
Black Chickpeas,Pulses,74.15,Wholesale Market,National Average,All,2025-07-02
Black Chickpeas,Pulses,80.69,Government Market,National Average,All,2025-07-02
Black Chickpeas,Pulses,95.21,Local Market,National Average,All,2025-07-01
Black Chickpeas,Pulses,77.77,Wholesale Market,National Average,All,2025-07-01
Black Chickpeas,Pulses,88.63,Government Market,National Average,All,2025-07-01
Black Chickpeas,Pulses,96.98,Local Market,National Average,All,2025-06-30
Black Chickpeas,Pulses,80.67,Wholesale Market,National Average,All,2025-06-30
Black Chickpeas,Pulses,87.18,Government Market,National Average,All,2025-06-30
Black Chickpeas,Pulses,101.06,Local Market,National Average,All,2025-06-29
Black Chickpeas,Pulses,82.64,Wholesale Market,National Average,All,2025-06-29
Black Chickpeas,Pulses,90.62,Government Market,National Average,All,2025-06-29
Black Chickpeas,Pulses,97.6,Local Market,National Average,All,2025-06-28
Black Chickpeas,Pulses,79.3,Wholesale Market,National Average,All,2025-06-28
Black Chickpeas,Pulses,88.99,Government Market,National Average,All,2025-06-28
Black Chickpeas,Pulses,104.26,Local Market,National Average,All,2025-06-27
Black Chickpeas,Pulses,84.63,Wholesale Market,National Average,All,2025-06-27
Black Chickpeas,Pulses,94.01,Government Market,National Average,All,2025-06-27
Black Chickpeas,Pulses,102.77,Local Market,National Average,All,2025-06-26
Black Chickpeas,Pulses,83.54,Wholesale Market,National Average,All,2025-06-26
Black Chickpeas,Pulses,93.0,Government Market,National Average,All,2025-06-26
Black Chickpeas,Pulses,99.4,Local Market,National Average,All,2025-06-25
Black Chickpeas,Pulses,81.47,Wholesale Market,National Average,All,2025-06-25
Black Chickpeas,Pulses,90.26,Government Market,National Average,All,2025-06-25
Black Chickpeas,Pulses,99.22,Local Market,National Average,All,2025-06-24
Black Chickpeas,Pulses,81.46,Wholesale Market,National Average,All,2025-06-24
Black Chickpeas,Pulses,90.76,Government Market,National Average,All,2025-06-24
Black Chickpeas,Pulses,99.64,Local Market,National Average,All,2025-06-23
Black Chickpeas,Pulses,83.24,Wholesale Market,National Average,All,2025-06-23
Black Chickpeas,Pulses,91.56,Government Market,National Average,All,2025-06-23
Black Chickpeas,Pulses,96.25,Local Market,National Average,All,2025-06-22
Black Chickpeas,Pulses,78.0,Wholesale Market,National Average,All,2025-06-22
Black Chickpeas,Pulses,86.27,Government Market,National Average,All,2025-06-22
Black Chickpeas,Pulses,96.95,Local Market,National Average,All,2025-06-21
Black Chickpeas,Pulses,81.75,Wholesale Market,National Average,All,2025-06-21
Black Chickpeas,Pulses,88.1,Government Market,National Average,All,2025-06-21
Black Chickpeas,Pulses,94.56,Local Market,National Average,All,2025-06-20
Black Chickpeas,Pulses,77.33,Wholesale Market,National Average,All,2025-06-20
Black Chickpeas,Pulses,84.41,Government Market,National Average,All,2025-06-20
Black Chickpeas,Pulses,94.57,Local Market,National Average,All,2025-06-19
Black Chickpeas,Pulses,77.27,Wholesale Market,National Average,All,2025-06-19
Black Chickpeas,Pulses,82.79,Government Market,National Average,All,2025-06-19
Black Chickpeas,Pulses,91.19,Local Market,National Average,All,2025-06-18
Black Chickpeas,Pulses,73.25,Wholesale Market,National Average,All,2025-06-18
Black Chickpeas,Pulses,83.27,Government Market,National Average,All,2025-06-18
Black Chickpeas,Pulses,84.39,Local Market,National Average,All,2025-06-17
Black Chickpeas,Pulses,68.12,Wholesale Market,National Average,All,2025-06-17
Black Chickpeas,Pulses,75.47,Government Market,National Average,All,2025-06-17
Black Chickpeas,Pulses,85.42,Local Market,National Average,All,2025-06-16
Black Chickpeas,Pulses,68.53,Wholesale Market,National Average,All,2025-06-16
Black Chickpeas,Pulses,77.56,Government Market,National Average,All,2025-06-16
Black Chickpeas,Pulses,80.6,Local Market,National Average,All,2025-06-15
Black Chickpeas,Pulses,65.64,Wholesale Market,National Average,All,2025-06-15
Black Chickpeas,Pulses,72.41,Government Market,National Average,All,2025-06-15
Black Chickpeas,Pulses,84.78,Local Market,National Average,All,2025-06-14
Black Chickpeas,Pulses,69.37,Wholesale Market,National Average,All,2025-06-14
Black Chickpeas,Pulses,77.15,Government Market,National Average,All,2025-06-14
Black Chickpeas,Pulses,78.41,Local Market,National Average,All,2025-06-13
Black Chickpeas,Pulses,63.93,Wholesale Market,National Average,All,2025-06-13
Black Chickpeas,Pulses,71.14,Government Market,National Average,All,2025-06-13
Black Chickpeas,Pulses,80.35,Local Market,National Average,All,2025-06-12
Black Chickpeas,Pulses,66.82,Wholesale Market,National Average,All,2025-06-12
Black Chickpeas,Pulses,73.63,Government Market,National Average,All,2025-06-12
Black Chickpeas,Pulses,79.1,Local Market,National Average,All,2025-06-11
Black Chickpeas,Pulses,64.18,Wholesale Market,National Average,All,2025-06-11
Black Chickpeas,Pulses,71.48,Government Market,National Average,All,2025-06-11
Black Chickpeas,Pulses,73.16,Local Market,National Average,All,2025-06-10
Black Chickpeas,Pulses,59.93,Wholesale Market,National Average,All,2025-06-10
Black Chickpeas,Pulses,66.57,Government Market,National Average,All,2025-06-10
Black Chickpeas,Pulses,79.23,Local Market,National Average,All,2025-06-09
Black Chickpeas,Pulses,64.11,Wholesale Market,National Average,All,2025-06-09
Black Chickpeas,Pulses,71.0,Government Market,National Average,All,2025-06-09
Black Chickpeas,Pulses,80.92,Local Market,National Average,All,2025-06-08
Black Chickpeas,Pulses,66.3,Wholesale Market,National Average,All,2025-06-08
Black Chickpeas,Pulses,73.01,Government Market,National Average,All,2025-06-08
Black Chickpeas,Pulses,79.45,Local Market,National Average,All,2025-06-07
Black Chickpeas,Pulses,65.14,Wholesale Market,National Average,All,2025-06-07
Black Chickpeas,Pulses,72.85,Government Market,National Average,All,2025-06-07
Black Chickpeas,Pulses,83.73,Local Market,National Average,All,2025-06-06
Black Chickpeas,Pulses,67.48,Wholesale Market,National Average,All,2025-06-06
Black Chickpeas,Pulses,76.68,Government Market,National Average,All,2025-06-06
Black Chickpeas,Pulses,83.64,Local Market,National Average,All,2025-06-05
Black Chickpeas,Pulses,67.32,Wholesale Market,National Average,All,2025-06-05
Black Chickpeas,Pulses,75.87,Government Market,National Average,All,2025-06-05
Black Chickpeas,Pulses,87.08,Local Market,National Average,All,2025-06-04
Black Chickpeas,Pulses,71.85,Wholesale Market,National Average,All,2025-06-04
Black Chickpeas,Pulses,78.52,Government Market,National Average,All,2025-06-04
Black Chickpeas,Pulses,92.1,Local Market,National Average,All,2025-06-03
Black Chickpeas,Pulses,74.93,Wholesale Market,National Average,All,2025-06-03
Black Chickpeas,Pulses,84.43,Government Market,National Average,All,2025-06-03
Black Chickpeas,Pulses,83.94,Local Market,National Average,All,2025-06-02
Black Chickpeas,Pulses,69.86,Wholesale Market,National Average,All,2025-06-02
Black Chickpeas,Pulses,76.83,Government Market,National Average,All,2025-06-02
Black Chickpeas,Pulses,87.8,Local Market,National Average,All,2025-06-01
Black Chickpeas,Pulses,72.49,Wholesale Market,National Average,All,2025-06-01
Black Chickpeas,Pulses,81.28,Government Market,National Average,All,2025-06-01
Black Chickpeas,Pulses,94.09,Local Market,National Average,All,2025-05-31
Black Chickpeas,Pulses,76.84,Wholesale Market,National Average,All,2025-05-31
Black Chickpeas,Pulses,86.36,Government Market,National Average,All,2025-05-31
Black Chickpeas,Pulses,93.83,Local Market,National Average,All,2025-05-30
Black Chickpeas,Pulses,76.7,Wholesale Market,National Average,All,2025-05-30
Black Chickpeas,Pulses,85.85,Government Market,National Average,All,2025-05-30
Black Chickpeas,Pulses,93.5,Local Market,National Average,All,2025-05-29
Black Chickpeas,Pulses,75.6,Wholesale Market,National Average,All,2025-05-29
Black Chickpeas,Pulses,86.29,Government Market,National Average,All,2025-05-29
Black Chickpeas,Pulses,96.4,Local Market,National Average,All,2025-05-28
Black Chickpeas,Pulses,78.63,Wholesale Market,National Average,All,2025-05-28
Black Chickpeas,Pulses,87.87,Government Market,National Average,All,2025-05-28
Black Chickpeas,Pulses,95.35,Local Market,National Average,All,2025-05-27
Black Chickpeas,Pulses,78.71,Wholesale Market,National Average,All,2025-05-27
Black Chickpeas,Pulses,87.44,Government Market,National Average,All,2025-05-27
Black Chickpeas,Pulses,92.91,Local Market,National Average,All,2025-05-26
Black Chickpeas,Pulses,76.14,Wholesale Market,National Average,All,2025-05-26
Black Chickpeas,Pulses,85.72,Government Market,National Average,All,2025-05-26
Black Chickpeas,Pulses,92.46,Local Market,National Average,All,2025-05-25
Black Chickpeas,Pulses,76.79,Wholesale Market,National Average,All,2025-05-25
Black Chickpeas,Pulses,85.61,Government Market,National Average,All,2025-05-25
Black Chickpeas,Pulses,90.24,Local Market,National Average,All,2025-05-24
Black Chickpeas,Pulses,74.67,Wholesale Market,National Average,All,2025-05-24
Black Chickpeas,Pulses,83.58,Government Market,National Average,All,2025-05-24
Black Chickpeas,Pulses,90.46,Local Market,National Average,All,2025-05-23
Black Chickpeas,Pulses,73.51,Wholesale Market,National Average,All,2025-05-23
Black Chickpeas,Pulses,81.99,Government Market,National Average,All,2025-05-23
Black Chickpeas,Pulses,85.84,Local Market,National Average,All,2025-05-22
Black Chickpeas,Pulses,69.16,Wholesale Market,National Average,All,2025-05-22
Black Chickpeas,Pulses,75.68,Government Market,National Average,All,2025-05-22
